Post_Id,Text,Lable
d4_000034,"to no one and to all i know i may be too scared to die, but.. everything's just crumbling. i feel so lifeless. it feels like my body has energy, yet i have little to no motivation.

my parents are narcissists, that can't change even in the slightest for their daughter. i'm taking years to get better myself and i've finally reached a place of confidence and analysis that prevents breakdowns.

the only person i can call a friend is not replying to messages that will either make or break the friendship, which is okay, but it also breaks me. waiting is hard. yet he's been so not trustworthy recently.. it feels like he doesn't care. he doesn't really check in on me, even though i'm going through a really rough time. he doesn't plan things with me and initiate those things. he sometimes ignores my messages after asking how i am.. and we talked about how hurtful these things are.. yet, well, we are here. i just need to wait. maybe he's planning to find a replacement or strength to tell me to fuck off.

me and my partner are constantly having issues, we are so so close to breaking up. at times it feels wonderful, during others it feels like breaking up is inevitable. i often fall into idealization and devaluing because he doesn't meet my needs. it hurts. all of it. he is also not very emotionally ""advanced"". he has only started his healing journey. he's suicidal and depressive. i've been in this healing journey for 7-9 years now. we don't match on that. he has so much to learn.. but it's been a year and i feel hopeless on this subject. again, waiting.

waiting is so tiring. it's so stressful.

then there's uni. my uni acts like it's very individualized and cares about mental health. well, that's wrong. they don't care, they're a big institution that care about being advertised as caring, but not really being. and i have 1,5 years of that left. it feels like school all over again. i am so tired of memorizing.. it's so useless. exams and midterms basically only test memory. i am just so tired.. again - waiting. waiting for uni to end.

and then we have the future. the amount of uncertainty, the amount of possible loneliness, the amount of stress and work and bullshit that might or might not happen, or the fact i will need to work my whole life.. all of it is torturous.

not a single thing in my life feels stable. i don't want to be alive, but since i developed an insane fear of death, i am left with hopelessness, living by distractions. there's nothing to rationalize anymore, nothing to analyze. i just want one singular person to be stable and safe. just one. i'm tired of being by myself, i'm tiring of being able to cry mostly only when i'm alone. i'm just tired. i'm tired. waiting.",1
d4_000035,"""painless death"" a big machine that disintegrates your entire body instantly",1
d4_000036,"i could really use some advice with this situation. is it a big deal or no? (sorry, english isn't my first language.)

last night when i was walking home from work, i accidentally found myself walking behind a young woman who was going to her car. since i am tall and quite muscular, i wanted to get ahead of her so as to not freak her out. i started to run a little, but she screamed and fled to her car which was only a couple meters away. needless to say, i feel completely horrible about it and i've felt like shit ever since.

i went home from work earlier today after only working for about ten minutes as the pain was so intense and i couldn't focus on my job. i then attempted suicide which didn't really seem to do anything. ever since, i've desperately wanted some guidance from someone but no one is around to help me out. this probably isn't a big deal, but like i said this has been eating away at me for way too long.

...help?",1
d4_000037,"i want to kill myself to show my friends i'm not just being an attention whore i destroyed my relationships by telling them about my self harm and wanting to kms, they called me an attention seeking little bitch. i want so badly for them to know i'm not",1
d4_000038,people don't give a fuck about you until you're dead. i fucking hate humanity I'm tired of feeling like I have to die for people to care about me. It's frustrating and heartbreaking to realize how little value we seem to place on each other's lives. I wish more people showed genuine care and concern while we're still here.,1
d4_000039,"last night i dreamt that i was happy. i'd forgotten what it felt like. it's a curious thing, really. waking up and realizing just what your life has become. opening your eyes and looking around a room full of the stuff that used to excite you. after years and years of being just barely aware of the passage of time, coming to the stark realization that you have nothing left.

i suppose i should be thankful. i have lived a life overflowing with privilege, and have been just handed over opportunities that most people would have to fight for, and that many never get to have anyway. my parents love me deeply, that i know for a fact. never in my life have i ever had to wonder where my next meal was gonna come from, or whether i would still have a home when the bills came. i've always had it all, and from this treasured oasis of opportunity i have built nothing but this small room filled with broken toys and half forgotten dreams.

i used to feel angry about the life i've wasted. when the anger ran out and i realized there was no one to blame but myself, i felt sad. now the decades have slipped by without ever realizing it, what was supposed to be the best time of my life is now behind me, and now i feel nothing. nothing but a hollow certainty that, just as i longed in my childhood to reach for the stars, now i just long for a quiet funeral, where the very few that cared will mourn and the many that knew my name will soon forget.

after all, time will erase everyone's legacy, eventually. mine just happens to be close to spent.",1
d4_000040,"i posted a joke on twitter so i wouldn't kill myself i was feeling incredibly suicidal.  so i posted a stupid video clip of a screaming cowboy on my twitter all my friends have access to because fuck how awful would it be for that to be the last thing i'm seen posting?

it's stupid and childish maybe. but idk maybe someone else will benefit from hearing it worked for me.  anything to keep me here at this point tbh.",1
d4_000041,i'm going to kill myself i can't do it anymore. i feel desperate. i desperately wanted someone to help me but no one can do anything for me. i wanted to die from a natural death before i do this but it didn't happen. may god forgive me,1
d4_000042,"how do i get out of here how do i get out of my household? how do i go to fostercare? how do i be put up for adoption? i am a child and i want to be adopted by someone else. i want to be in another home. both of my parents abuse me. i just realized i only want to die because i'm stuck with my parents. if i had loving parents i wouldn't want to die anymore. please help me. someone please save me. i'm too scared to tell anyone about what my parents do. i don't have evidence except low quality clips of them yelling at me,. they are good at smoothtalking. i don't want to go to court or deal with government people or crisis services nobody will believe me and i'm scared. once i open my mouth my dad will beat me and he will destroy everything i have. he told me if i tell anyone he abuses me he will smash my computer and phone over his knee. please. i want out of here. can i leave without telling anyone all the details? please, i can't wait 4 more years. please someone anyone please tell me how to leave how do i get new parents i hate my parents please someone help me help help help help",1
d4_000043,"i'm a waste tonight i was going to do it. in my parents' home. i was going to lay on my bed and bleed out from my wrists and die. 

my mom walked in when i was just lightly scraping my skin to mark where i'd cut later tonight. she said ""i just wanted to see you."" i had to hide my body under the covers so that i could keep her from seeing what i had done to my arm and my body at that point. she came in and laid down on my bed and rest her head on my lap. ""it's comfortable,"" she said. i tried my best to hold back tears. 

she eventually left and now i'm here, staring at my razorblade, wondering why i'm left here as a sympathetic, pitiful loser. all i can imagine is my mom opening the door to my childhood bedroom and seeing my blood-stained mattress with a lifeless sack of organs on top. i can imagine her crying. 

i feel like a waste of money and time. the thousands of dollars that have been pumped into me for the promise of a successful future is too much. the time that people have invested in me for relationships and friendships is too much time that would've been better spent anywhere else. the only time i enjoy is time wasted on videogames and music. i am less than mediocre at both. 

my whole life has been infested with lies and attention whoring. i've lied about my age online so that guys wouldn't be afraid to talk to me. i've created a whole new person that interacts with me and my friend group online just so i can make my other friends jealous. i lie to my friends to manipulate them into doing what i want them to do. as for the attention whoring, i've done enough of it in my early teens. at 14, i was telling men online that i was 18. id send them pictures of myself so that i could get validation. i craved the romantic attention that i never got at that age.

it's now 12am and i'm still here, scoring my thighs and spitting on the wounds. i've taken breaks while typing this and i feel like i'm ready. i just need some validation that i'm not the only one that knows that their life is completely fucked from decisions made by themselves. 

so. speaking of decisions that i made that fucked up my life.
i'm living with 43° scoliosis that gives me severe backpain that (shocker) i have given to myself. i, as the attention whore i was in elementary school, longed for something that would make me different from the other kids at school. i sat in weird postures and slept in strange positions until my spine decided to follow through with my plan. the next scoliosis check that i had, i was told to get checked for scoliosis. lo and behold, now i'm at a 43° curve that requires a long and painful surgery to fix. 
i also fucked with my eyesight as a child so that i could get glasses. now i'm stuck with 7mm thick lenses in my glasses that signify that i'm legally blind to anyone that even sees my glasses. 
i again fucked up my life when i decided to go along with my parents' narrative and pretend to be christian. now i've been working at my church for 6 years. i've also been attending and tithing every week. i'm in the worship band and am currently planning a summer retreat. after 14 years of church, i still don't know what the fuck is going on.

i'm tired of being the second child that is happy and creative and spontaneous and yay!!!!

i'm tired of asking for help and never getting any

i'm tired of lying to people

i'm tired of being a waste of time and money

i'm tired of being completely mediocre

i'm so tired 

it is now 1am and i'm going to do it in 3 hours. 

time to write an unorganized essay for a suicide note.

would it be funny if i wrote it like how highschoolers write their essays? idk

thanks for reading my rambling and my unorganized baby-babble

edit: haha im still here. im still here. im still here.

i spent all night last night trying to write a suicide note, trying to justify myself, trying to excuse myself from living. i wrote a crude one and posted it here before i started the one i meant for my parents and friends. i got three pages in and i fell asleep from exhausting myself mentally and physically. a dark, dreamless sleep that has left me contemplating this morning. i look down at my thighs and my wrists and wonder if dying is really what i want. i read the beginning of my note and pity the author. my sheets are bloody from my thighs and i know my mom can already only handle the smallest bit of blood before going queasy. 

am i going insane? i cant follow through on anything, and now i cant follow through on my own suicide attempt. i had it all planned out and scheduled so that i could finally have something that i scheduled correctly. now im 5 hours late to my own death.

i read the comments in this post and i've spent the past 5 minutes trying to figure out a way to tell you i'm still here. i cant tell if what you all have said is something i should be grateful for or if i should despise you. i guess my answer will come in time. 

in the meantime, im still here and i still feel like shit. i felt like this kind of update is needed to this type of situation.",1
d4_000044,"body dysmorphia  don't want to be here anymore because of body dysmorphia i fucking hate how i look.

ironically enough i have it from a suicide attempt nearly 10 years ago where i have physical scars that i didn't before.

10 years later.. i don't want to do another 10 years in this hell",1
d4_000045,"i have a crisis appointment but it's too late for me and i really am sorry to everyone  i tried to end my life three weeks ago but my mum and sister came in the room halfway so i obviously failed. it was bad, i felt sorry for them but ultimately i didn't get support. that was never my intention to get support, i admit at fifteen it was my end goal for the little hope i had, but now at eighteen all i want is to die. 

i ended up being stagnant and pretending i was fine after the weeks, stayed for christmas and new years so my family won't hate me as much, they're not really good with mental health but they've came a long way. anyway, i felt myself literally tumble into a depressive episode sunday evening, it's bad. when i say i can't eat i can't, i am more stuck than ever which means my time has definitely come to an end. 

i always have suicidal thoughts, intentions and bad impulse control. even if i wait to get out of this, i'll just be a ""lighter"" suicidal person, i'll still commit and be a burden around others. honestly, i am hysterically laughing right now because i am not holding anymore of this. i carry my sexual abuse like a book, there's a list of people who've touched me and i can't remember half. then i remember the one family member who did, who is so close to me. why. 

sorry for venting so much. i thought i would be able to write more about it since i can't talk about it, but clearly i'm taking it to the grave like i promised eight year old me. i have a crisis appointment tomorrow in the afternoon, i plan to kill myself at night or in the morning by finally having the guts to jump off the bridge right next to me. it's embarrassing but it calls me. 

i rather suffer a few minutes than any longer on this earth, i won't go in depth of the plan but it will work and this is probably it. in the case of me not doing it, i'll go the crisis appointment but i expect anything, nobody has taken me seriously since the day i was fucking born. 
i won't say anything to make them think i'm a harm to myself, i've said i am multiple times and met with dissatisfied faces sending me home. 

it's okay that i'm not believed i never have been but i'm not dealing with it again, not when i'm this confident in my plan at least a group of strangers can read how i really feel. i can never be this open in person. i'm sad i really am.",1
d4_000046,"i'm ready to die just ready to die, can't take it anymore…i just wanna die in my sleep or just kill myself easily…i can't do it, can't can't can't can't can't can't can't can't can't…i'm done…
i'm tired…
i had enough of this…
i hate myself…
i'm so lonely…
it's my fault…
i think i'm just gonna end it all…
yea…goodnight",1
d4_000047,"i would rather kill myself than grow as a person i'm fucking done with life man. life fucking sucks in every which way. i do not want to be honest about who i am. i do not want yo grow. i do not want to accept anything. i do not want responsible. i don't want to work hard or be a part of anyone's life. i don't want to make a difference or contribute to society. having a career of any kind is too much fucking work. the truth is i'm perfectly happy to be a leech until nobody is willing to help me out. the. i'll logically be on the streets and at that point i will kill myself. but why let it go that far? why shouldn't i buy a gun asap and be done with it before life even has the opportunity to force me to try being responsible and engaging in the world around me, when i want nothing to do with that? i'm a loser and i'm okay with that. not being a loser is seriously too much work. giving enough shit to learn useful things is too much work. i just want to kill myself before anyone that knows me figures out that i don't give a shit about my life or other people and i'm not interested in the least in being responsible in any sense of the word.",1
d4_000048,i just overdosed and dont want to die i overdosed a few hours ago and i can't tell my parents i'm 15 and i can't call 911 but i want to live how do i help myself i tried throwing up but i could barely do so please hurry i'm running out of time in getting really sleepy,1
d4_000049,"i need help! i'm talking to a woman that says she had sex with a guy before me and considering i'm still a virgin at 45 it hurts like a knife in the heart. i saved myself in respect for my future soulmate and feel i deserve and am entitled to the same level of respect. i'm having thoughts to overdose on prescription strength motrin. why can't i find a woman that's got the same mindset as me about staying a virgin till marriage? i think my only purpose for existing is to be gods amusement. something for him to laugh at and i don't want to be here anymore.im done with getting rejected and cheated on for the past 34 years.i keep waking up every night wishing this was all just a fuckn nightmare and i will wake up and really be happily married with children but then i realize i am awake,this nightmare is my daily reality. i'm done. game over! god 1 i lost.",1
d4_000050,overdose hello. can anyone suggest me the safest drug to overdose on,1
d4_000051,"too cowardly to kill myself but too depressed to keep living this is not going to be an easy post for anyone to read or for me to write. to establish things immediately, no i am not considering s\*\*cide or am i in immediate danger. i would never do that to my mom, the one person in this world who truly knows me and cares about me.

with that said, i think i'm just done with life. it's been building for awhile and it just keeps building. it doesn't have much to do with the coronavirus or the riots but those have been the final straws. the coronavirus has taken away my ability to even attempt to make new friends, try new activities or even do things i enjoyed like traveling and playing tennis. luckily workouts have resumed in my state so i can do that. the riots have taken away my love for sports and history. it seems like everything i love slowly but surely is being taken away from me by various forces.

even the activities i enjoy i don't enjoy as much as i used to. i feel like all they do is temporarily dull the mental and physical pain that i now feel constantly.

the coronavirus has shown me just how hollow and empty my life has become. god is definitely not in my life and i am angry at him for various things (that i'll get into here in a minute). i am single and i have no kids or even pets to keep my company. while others at least had family to keep them company i've had no one. this coronavirus pandemic has officially isolated me. most of my family live in another state and i would be hesitant to travel for fear of getting them sick. plus my nieces wouldn't see me anyway, they've bought into all the fear.

i have failed so often at dating it's become comical. i decided to get back into dating with stuff opening up. i went on a date on tuesday that i thought was going well. we played mini golf but then, according to her, her perfume started messing with her allergies. we didn't have any food or drinks after the round as she felt like she needed to go home. i contact her thursday where she tells me that she's been seeing another guy for awhile and that they have decided to be official and she wants to see where it goes. needless to say i sent a nice little message to her, nothing rude but telling her i thought it was pretty low to have gone on a date with me knowing i had no chance. like so many other times in my dating life i just felt used.

besides being single with no kids or no pets i don't have a lot of friends. the few i do have know i struggle with depression at times and really do try to help. they all think i'm a very good guy who's just had bad luck and they truly believe i'm a good guy who deserves love and happiness. i just don't know if it's in my cards at this point.

besides that my body failed on me pretty early. i'm 35 but my body started failing on me around 30. always had high blood pressure that was hereditary. now i'm slightly overweight, have hemorrhoids occasionally and also suffer from allergies and eosinophilic asthma. i was on a flight to nashville back in 2017 (2 hour flight) where my throat really dried out. i started to panic which then caused my asthma to flare up. no medical emergency but it was a horrible flight. now my doctor has me take a xanax 0.25mg tablet before the flight to relax and a prednisone 50mg tablet to control the asthma. it's worked but whereas i used to love flying i now dread it. i feel like it's destroyed my ability to travel, i don't want to fly for longer than a few hours. but there's so many places i've wanted to see. i've asked my doctor about it and i've asked a pulmonologist about it but they don't seem to take it seriously. i think they think it's all mental for me at this point. ever since i became afraid to fly it's destroyed me a piece at a time.

so besides my body betraying me my mind has betrayed me as well. i know i've suffered from some anxiety like i mentioned but even my therapist won't officially diagnose me with depression. my mind is always half empty and i think my physical conditions have caused my mind to deteriorate.

all in all part of me truly wants to believe in reincarnation. that we get multiple chances at this life and that i'll just get another chance. i know christian religions don't believe in reincarnation but it's one of the few things that gives me hope. i will say this, i think god made a mistake having me be born during this time. i believe i was born in the wrong time.

i have a job that's a good job but it's ultimately a dead end job. i've never been one who had that light click on in terms of a passion. i've always been adrift in terms of what i want to do. yes i have a bachelor's degree with a double major in management and marketing. i also have my shrm certification as a certified hr professional. but if i'm honest i don't have a passion for any of it.

so my personal life is a mess. my physical health s\*cks, my mental health s\*cks. i don't have many friends and my dating life is an absolute failure. i feel like a lot of my passions are being taken away from me one by one. the coronavirus is going to make it impossible to make new friends. the riots have shown me that a lot of country hates me for my very existence. they hate me just for being a white conservative male.

i am a walking contradiction. i don't want to die and don't have to guts to but i've lost most of my will to live. i've wasted my youth, my best days are behind me and not in front of me and i no longer have any zest for life. deep down pretty much nothing makes my happy anymore. sure some activities dull the pain temporarily but i've lost the ability to feel happy. i've lost the ability to connect with people. i've lost any ability to have empathy or compassion. i just feel like i don't care anymore.

i don't know what i'm asking for out of this, i just had to finally get it out. i really don't know what to do at this point. if i could i really wish there was a ""do over"" button that we could press and start again. i wouldn't make all the mistakes i've made in my life. i would try to not be so da\*n introverted when i was younger which made it hard to make friends. i would've traveled the world before my health made my ability to travel by air an iffy proposition. i would've tried more activities to maybe find a passion.

i don't anymore guys. it just all feels so hopeless. if i had to use one emotion to describe myself at this very moment i think that's the one i would use. hopeless.

feel free to reply with what you want. i'm alone again on a saturday night anyway. i've got nowhere else to be and nothing better to do.",1
d4_000052,"i messed up and have so much regret. (edit: sorry if grammar is not good, english is not my first language).

a few years ago, i was overcome with anxiety and depression which led to me setting myself on fire and jumping out through a window falling feet first to the ground. the pain was the worst i had ever experienced. my parents were there and rushed me to a hospital. i spent the next years of recovery in pain and having even more suicidal thoughts. i lashed out on my parents quite a lot. my body had 2nd to 3rd degree burns and i had shattered my left foot's bones as well as a mild lumbar fracture. which made me in a wrong state of mind at the time. right now all my burn wounds have healed and had surgery done on my foot; i've recovered quite a lot and have been able to walk without crutches for quite a bit. despite all the suffering i've experienced, i was able to get through it by having a talk with my family a bit and a few friends who visited.

but i think what helped me the most was being able to change the way i look at things. for quite a while, i had a very negative outlook on everything and would more often then not just give up or find an excuse/reason to hate something/someone; i would avoid thinking about it, to solve it, talk about it, or even ask for help. one after another all negative thoughts just kept on piling up on me. and eventually, i just snapped. right now, i'm doing better. i still have so much anxiety, maybe even more than before, and my heart aches everytime i think about what i put my family through that i often cry before sleeping. but i've become more open about my thoughts/feelings and have started being grateful for a lot of things; that i am able to focus more on what i want to do going forward. 

i still have suicidal thoughts from time to time and try my best to ignore it, but there are just nights were i wished i had died years ago. maybe i wouldn't have had to experience all of this, though i know it's my fault for just holding in and not thinking things through. i just hope for the best now and learn to live with all these scars i've given myself.",1
d4_000053,"i can't handle anymore what's happening in palestine today, they were burnt alive.
this world has proved to me that it has no humanity or any sort of goodness, people are full of evil, i don't want to live in this world anymore.
i was diagnosed with depression after the attack on gaza and witnessing the children killing every day, since then, i haven't left my room, everything lost colors, lost meaning. 

what's the point of trying to love in a world full of hate? what's the point of trying to do something good in a world full of injustice? how can i feel good about myself when there are children in a neighboring country starving to death, burnt alive by another human and nobody cared about them at all? i can't bear this anymore",1
d4_000054,unsure. don't want to but also don't want to live. i dont feel like i have any reason to live honestly. no one has really ever loved me other than family. i work harder than anyone in anyone's life and i just get discarded. i don't want to die but i don't want to live. i feel like im at the mercy of how i feel in the moment. just waiting for the moment when the overwhelming sensation takes over and i can't move on anymore. i just want the person that was here before she cheated. i just want that love that we had back days before it happened. i know life is hard and people change but your change was abnormal. your change i believe is more on your mental health than our relationship... maybe you're happier without me? if you are then why do you keep calling about things that aren't important? why is this happening? why cant we just work through our issues and love again?,1
d4_000055,"i want to stab myself, but not kill myself entirely. i'm sorry if i've offended anyone but i rlly needed to ask this. my dad has gotten mad for no reason ( well there is one but it's nowhere near serious), and it's as if he doesn't love us anymore. i still love him, and ik this might sound straight out of a movie but to make him fine again i'm sure something serious would do it.  and ik that i might not even be able to stab myself, but if it gets serious my brain and reflexes wont stop shit. so i don't want to die, but i also want to create something serious. ik i sound rllly frickin psycho rn but i want to know. thanks ig",1
d4_000056,"part of my suicide motivation is just to be a tragedy people will have sorrow and sympathy for im realising that a motivating factor for me comes from how little i feel cared about and how killing myself will presumably result in people mourning and expressing care for me, even if i'll be dead and wont know. i just want to feel loved like i did before my best friend left me, since then ive just felt so totally unloveable.",1
d4_000057,"ill need you i just wanna so it. it's just i can't handle life anymore, everytime my life has a bit of hapiness and prosperity it dies. it dies as always, im god's first enwmy, he doesn't like me, i have nwurological sicknesses, bad luck, constant yelling, no one can talk to me without hurting my ears i almost got blind for no reason. 
my cat can get another owner, my game accounts have no value but to produce money for games, im just a pawn for humanity, my death will be nothing, my family can have others, my friends have more friends than just me. 
im not valuable, nothing i've ever made is.god hates me, i hate me, why should i continue alive but kill myself, god hates me and so, he could send me to hell as he wants.
and even if god disn't exist, life does. and it hate me. and wven if none of that is real and i need psycological help cuz i got neurological sickness, why to try? its better to have me dead than to be useless to society.

but, life is one, sp, maybe i need help, just to be sure i can do it, just to be sure im valuable in one thing enoguh to be more useful than just nothing to society.
maybe im good at something and i need to know it. thats why i post it, if i didnt recognize i may need help, i would añready have done it, or maybe i would have asked for someone to help me killing me",1
d4_000058,"can anyone spare time to talk please? attempted suicide. no friends can anyone spare time to talk? i know its a long shot but i have nobody to talk to and no friends and i just need to get a few things off my mind that's driving me crazy. i attempted suicide and almost succeeded a week ago and i feel so helpless and weak as a person :( ive always felt this way but the last 6 months have been a lot worse

thank you!",1
d4_000059,"any body else feel, stressed/anxious /guilty/hopeful /hopeless /scared/sad /suicidal /all in around a 24 hour period give or take? I never imagined the rollercoaster of emotions I would experience in just one day. From feeling hopeful to suddenly drowning in sadness, it's overwhelming. But knowing I'm not alone in this constant battle brings a glimmer of comfort amidst the chaos.",1
